drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
Ro 28-1675 ?,BRD-K21672174,HT29,160.0,24.0,0.1466,520,9886086,,"BUB1,C18ORF10,CCNB1,CCNF,CENPF,DTYMK,HMGB3,HMMR,KIAA0101,MARCKSL1,MCM10,MCM4,NME4,OIP5,PA2G4,PAFAH1B3,POLE2,RANBP1,RNASEH2A,SPC25,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,HLA-B,HLA-E,IL6,NEU1,OPTN,RRAGC,SLC7A11,SQSTM1,TAP1,WARS"
CAY10594,BRD-K61662457,HT29,20.0,24.0,0.1466,476,56588033,,"BUB1,C20ORF27,CCNF,CDH2,CENPF,HMMR,KIAA0101,KPNA2,MARCKSL1,MCM10,MCM4,NME1,NME4,OIP5,POLA2,POLE2,RANBP1,RNASEH2A,SPC25,SYNCRIP,TIMELESS,TRIP13","ARL1,ASS1,CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,INHBE,LDLR,RHOQ,SCD,SLC7A11,WARS"
PF 750,BRD-K83213911,HT29,80.0,24.0,0.1466,398,25154868,,"BUB1,CCNB1,CCNF,CENPF,CHEK1,HMMR,HN1,KIAA0101,KPNA2,MCM10,MCM4,NME1,OIP5,PA2G4,POLA2,POLE2,POLR2L,SPC25,TIMELESS,TRIP13","ASS1,CCPG1,CEBPG,DDIT3,DNAJB9,HLA-E,INHBE,LDLR,P2RX4,RHOQ,RRAGC,SCD,SLC38A1,SLC7A11,SQSTM1"
IMD 0354,BRD-K74305673,MCF7,10.0,24.0,0.1466,528,5081913,,"ADI1,BUB1,C5ORF13,CCNB1,CCNF,CHEK1,HMMR,KIAA0101,KPNA2,LSM4,MCM10,MCM4,NME1,NME4,NUTF2,OIP5,POLA2,POLR2L,QDPR,RNASEH2A,SEPW1,SPC25,STRA13,TRIP13","ASS1,DDIT3,DNAJB9,GOLGB1,LDLR,MKNK2,OPTN,SLC38A1,SLC7A11,SQSTM1,WARS,ZFAND5"
CGP 71683 hydrochloride,BRD-K31912990,HCC515,10.0,24.0,0.1422,390,5312114,,"BUB1,CCNF,CDH2,CENPF,CTPS,HMMR,HN1,KIAA0101,MCM10,MCM4,MGST2,NME4,OIP5,POLE2,SEPW1,SPC25,TIMELESS,TRIP13,TUBG1","ARL1,ASS1,CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,LDLR,NEU1,P2RX4,RHOQ,RRAGC,SLC7A11,TPP1"
Tyrphostin AG 1478,BRD-K68336408,A375,56.78,24.0,0.1422,524,2051,,"BUB1,CCNB1,CCNF,CENPF,HMGB3,HMMR,HN1,KIAA0101,KPNA2,MARCKSL1,MCM10,MCM4,NME4,OIP5,PAFAH1B3,POLA2,POLE2,QDPR,SPC25,SYNCRIP,TIMELESS,TRIP13","ARL1,ASS1,CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,OPTN,SLC38A1,SLC7A11,WARS"
Salermide,BRD-A67788537,HT29,120.0,24.0,0.1422,363,42626405,,"CCNF,CDH2,CENPF,KIAA0101,MARCKSL1,MGST2,NME1,NME4,PAFAH1B3,POLE2,POLR2L,SERPINB6,STRA13,TRIP13","CEBPG,DDIT3,DNAJB9,HLA-A,HLA-B,HLA-E,IFIH1,IL15RA,LDLR,NEU1,OPTN,RARRES3,RRAGC,SLC15A3,SLC7A11,SQSTM1,TAP1,TMEM140,WARS,WBP2"
TG101348,BRD-K12502280,HT29,11.1,24.0,0.1422,474,16722836,,"BOP1,BUB1,CDH2,CTPS,EMG1,HMMR,KIAA0101,MCM10,MCM4,MGST2,NME1,NME4,PA2G4,PFAS,POLA2,POLE2,RANBP1,RRP15,RRS1,SPC25,STRA13,SYNCRIP,TRIP13","CTDSP2,GOLGB1,HLA-E,LSS,NEU1,OPTN,RHOQ,RRAGC,SCD,SQSTM1,SWAP70,TPP1"
IMD 0354,BRD-K74305673,HT29,10.0,24.0,0.1422,354,5081913,,"BUB1,C18ORF10,CCNF,CDH2,CENPF,HMMR,HN1,KIAA0101,MARCKSL1,MCM10,MCM4,NME4,OIP5,POLA2,POLE2,POLR2L,RANBP1,RNASEH2A,SPC25,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,JUND,KLF9,LDLR,NEU1,P2RX4,RRAGC,SLC7A11,SQSTM1,WARS,WBP2"
-666,BRD-K25737009,PC3,40.0,24.0,0.1422,484,24868309,,"ACTN1,AP2M1,BUB1,C5ORF13,CCNB1,CCNF,CENPF,HMMR,KIAA0101,MARCKSL1,MCM10,MCM4,NME1,NME4,OIP5,PA2G4,POLE2,POLR2L,RANBP1,RRS1,SPC25,SYNCRIP,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,JUND,MKNK2,NEU1,PDGFRL,RYBP,SLC7A11,SQSTM1,ZFAND5"
radicicol,BRD-A39996500,MCF10A,10,24,0.1422,402,5311380,,"BOP1,BUB1,C5ORF13,CCNF,CTPS,HMGB3,KIAA0101,MCM4,NME1,PA2G4,PFAS,POLD2,POLE2,PUS7,RANBP1,RBM3,RRS1,SYNCRIP,TRIP13","BTN3A2,CCPG1,DDIT3,DNAJB9,HLA-E,NEU1,NFE2L1,PIR,RRAGC,RYBP,SCD,SLC7A7,SQSTM1,ZBTB43"
"3,5-dichloro-2-hydroxy-N-(2-methoxy-5-phenylphenyl)benzenesulfonamide",BRD-K43620258,HT29,80.0,24.0,0.1379,458,16747776,,"C18ORF10,CCNF,CDH2,CENPF,DTYMK,HMGB3,HMMR,HN1,KIAA0101,MARCKSL1,MCM10,MCM4,NME4,OIP5,PAFAH1B3,POLA2,POLE2,POLR2L,RANBP1,SLC25A10,SPC25,STRA13,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,LDLR,NFE2L1,P2RX4,RHOQ,SLC7A11,SQSTM1,WARS"
CHR 2797,BRD-K92241597,HT29,80.0,24.0,0.1379,473,15547703,,"BUB1,C18ORF10,C5ORF13,CDH2,CENPF,HMMR,KIAA0101,MARCKSL1,MCM10,MCM4,NME4,OIP5,PAFAH1B3,POLA2,POLE2,POLR2L,RANBP1,RNASEH2A,SPC25,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,HLA-A,HLA-B,HLA-E,IFIH1,INHBE,OPTN,RRAGC,SLC7A11,SQSTM1,TAP1,WARS"
foretinib,BRD-K03449891,A549,10,24,0.1379,332,42642645,,"BOP1,BUB1,CCNF,HMMR,HN1,LSM4,MCM10,MCM4,OIP5,POLE2,PPP1R14B,RANBP1,RRP15,RRS1,SPC25,STRA13,TRIP13,TUBG1","ASS1,CAMLG,CCPG1,DDIT3,HEXB,LDLR,LSS,NEU1,OPTN,P2RX4,RHOQ,SCD,SLC7A7,TPP1"
foretinib,BRD-K03449891,HT29,10,24,0.1379,386,42642645,,"BOP1,CHEK1,CTPS,EMG1,KIAA0101,MCM10,MCM4,NME1,NME4,OIP5,PA2G4,POLD2,POLE2,RANBP1,RRP15,RRS1,SYNCRIP,TRIP13,TUBG1","CAMLG,CCPG1,CTDSP2,DDIT3,DNAJB9,HLA-E,IFIH1,MYO1D,NEU1,OPTN,RRAGC,SCD,ST13,TPP1"
NICLOSAMIDE,BRD-K35960502,HCC515,10.0,24.0,0.1336,375,4477,DB06803,"BUB1,CCNF,CDH2,CENPF,CTPS,HMMR,HN1,KIAA0101,KPNA2,MCM10,MCM4,NME4,OIP5,PA2G4,POLA2,POLE2,PTPLB,RANBP1,SPC25,TIMELESS,TRIP13,TUBG1","ASS1,CCPG1,DDIT3,DNAJB9,HS1BP3,NEU1,P2RX4,RHOQ,RRAGC,SLC7A11,SQSTM1,TPP1"
DG-041,BRD-K33272502,A375,40.0,24.0,0.1336,413,11296282,,"AP2M1,BUB1,C20ORF27,CCNB1,CCNF,CENPF,HMMR,HN1,KIAA0101,KPNA2,LSM4,MARCKSL1,MCM10,MCM4,NME4,OIP5,PAFAH1B3,POLA2,POLE2,PTMA,QDPR,RNASEH2A,SLC25A10,SPC25,TIMELESS,TRIP13,TUBG1","ASS1,CEBPG,DDIT3,DNAJB9,SLC7A11,SOX11"
NICLOSAMIDE,BRD-K35960502,A375,10.0,24.0,0.1336,432,4477,DB06803,"AP2M1,CCNF,CDH2,CENPF,HN1,KIAA0101,MARCKSL1,MCM10,NME4,PAFAH1B3,RBM3,SYNCRIP,TIMELESS,TRIP13,TUBG1","ASS1,CEBPG,DDIT3,DNAJB9,HLA-E,JUND,KLF9,LDLR,MKNK2,MYO1D,OPTN,RHOQ,RRAGC,RYBP,SQSTM1,WARS"
MK-0591,BRD-K39503511,A375,80.0,24.0,0.1336,375,60923,,"AP2M1,BUB1,CCNB1,CCNF,CDH2,CENPF,HMGB3,HMMR,HN1,KIAA0101,KPNA2,MCM10,MCM4,NME4,OIP5,PAFAH1B3,POLE2,RANBP1,RNASEH2A,SPC25,TRIP13,TUBG1","ASS1,CCPG1,CEBPG,DDIT3,DNAJB9,MOCOS,SLC7A11,SQSTM1,STEAP1,TPP1,WARS"
-666,BRD-A62809825,HT29,10.0,24.0,0.1336,512,5353993,,"BUB1,CCNF,CDH2,CENPF,DTYMK,HMGB3,HMMR,HN1,KIAA0101,KPNA2,MARCKSL1,MCM10,MCM4,MGST2,NME4,OIP5,PAFAH1B3,POLA2,POLE2,RANBP1,SLC25A10,SPC25,SYNCRIP,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,LDLR,NFE2L1,RHOQ,SLC7A11,WARS"
-666,BRD-K20755323,VCAP,40.0,24.0,0.1336,383,753704,,"BOP1,BUB1,C5ORF13,CCNF,CENPF,CTPS,HMMR,HN1,KPNA2,LSM4,MCM4,NME1,NME4,PAFAH1B3,POLD2,POLE2,POLR2L,QDPR,RANBP1,RRS1,SPC25,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,NFE2L1,P2RX4,PIR,RHOQ,SLC38A1,SLC7A11,SLC7A7"
IMD 0354,BRD-K74305673,HCC515,10.0,24.0,0.1293,409,5081913,,"BUB1,CCNB1,CCNF,CENPF,CTPS,HMMR,HN1,KIAA0101,KPNA2,MARCKSL1,MCM10,MCM4,NME4,OIP5,PA2G4,POLA2,RANBP1,SPC25,TIMELESS,TRIP13,TUBG1","ASS1,DDIT3,DNAJB9,LDLR,NEU1,RHOQ,RRAGC,SLC7A11,SQSTM1,TPP1,WBP2"
RS 17053 hydrochloride,BRD-K76840893,HCC515,10.0,24.0,0.1293,366,3894573,,"BUB1,CCNF,CTPS,HMMR,HN1,KIAA0101,MCM10,MCM4,PA2G4,POLE2,PTMA,RANBP1,SPC25,TIMELESS,TRIP13,TUBG1","ASS1,DDIT3,DNAJB9,LDLR,LSS,NEU1,OPTN,P2RX4,PIR,RRAGC,SCD,SLC7A11,SQSTM1,TPP1"
THAPSIGARGIN,BRD-K69023402,HT29,10.0,24.0,0.1293,361,446378,,"BUB1,CCNF,CENPF,HMMR,KIAA0101,MARCKSL1,MCM10,MCM4,NME4,OIP5,POLA2,POLE2,RANBP1,SPC25,TIMELESS,TRIP13","ASS1,CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,LDLR,NEU1,NFE2L1,RHOQ,SCD,SLC7A11,SLC7A7,WARS"
RHODOMYRTOXIN B,BRD-A08003242,PC3,10.0,24.0,0.1293,296,3270699,,"C20ORF27,C5ORF13,CHEK1,HN1,KIAA0101,MARCKSL1,MCM10,MCM4,POLA2,POLE2,RANBP1,RRS1,SEPW1,SPC25,SYNCRIP,TIMELESS,TRIP13","ASS1,CCPG1,CEBPG,DDIT3,DNAJB9,GDF15,GOLGB1,IL6,KLF9,NEU1,RHOQ,RRAGC,SLC7A11"
PERHEXILINE MALEATE,BRD-A19633847,A375,10.0,24.0,0.1293,389,5284439,,"ACTN1,BUB1,C20ORF27,CCNF,CENPF,HMMR,KIAA0101,MCM10,NME4,OIP5,PAFAH1B3,POLE2,RNASEH2A,SPC25,TIMELESS,TRIP13,TUBG1","ASS1,DDIT3,DNAJB9,LDLR,MYO1D,NEU1,OPTN,RRAGC,SCD,SLC7A11,SQSTM1,TPP1,WARS"
BMS-536924,BRD-K34581968,HT29,11.1,24.0,0.1293,465,11353973,,"BOP1,BUB1,CCNF,CENPF,CTPS,EBNA1BP2,HMMR,HN1,KIAA0101,KPNA2,MCM10,MCM4,NME1,PA2G4,PFAS,POLA2,POLD2,POLE2,PUS7,RRP15,RRS1,SPC25,STRA13,SYNCRIP,TRIP13,TUBG1","CTDSP2,HLA-B,HLA-E,OPTN,RRAGC,TPP1"
NICLOSAMIDE,BRD-K35960502,MCF7,10.0,24.0,0.1293,468,4477,DB06803,"ADI1,BUB1,CCNF,CENPF,CHEK1,DTYMK,HMMR,KIAA0101,KPNA2,LSM4,MCM10,MCM4,NME4,OIP5,POLR2L,QDPR,RNASEH2A,SEPW1,SPC25,STRA13,TIMELESS,TRIP13","DDIT3,DNAJB9,GOLGB1,LDLR,MKNK2,OPTN,SLC38A1,SLC7A11,SQSTM1,ZFAND5"
ARP 101,BRD-K73395020,PC3,10.0,24.0,0.1293,405,11292680,,"ACTN1,C5ORF13,CHEK1,CTPS,KIAA0101,MARCKSL1,MCM10,MCM4,NME1,NME4,PA2G4,POLE2,POLR2L,RANBP1,RRS1,TRIP13","CCPG1,CEBPG,DDIT3,DNAJB9,GOLGB1,IL6,INHBE,JUND,LDLR,MKNK2,NEU1,RRAGC,RYBP,SCD,SLC7A11,SLC7A7,WARS"
-666,BRD-K78385490,MCF7,10.0,24.0,0.1293,438,56643206,,"BUB1,C20ORF27,CCNF,CENPF,DTYMK,HMMR,KIAA0101,KPNA2,MCM10,MCM4,NME4,OIP5,PAFAH1B3,POLE2,POLR2L,RANBP1,RNASEH2A,SLC25A10,SPC25,TIMELESS,TRIP13,TUBG1","AHCYL1,CEBPG,DDIT3,DNAJB9,HLA-B,OPTN,SCD,SLC7A11,SQSTM1,WARS,ZFAND5"
radicicol,BRD-A39996500,MCF7,10,24,0.1293,378,5311380,,"ACTN1,BUB1,C5ORF13,CCNF,CENPF,HMMR,KIAA0101,MARCKSL1,MCM10,MCM4,NME1,OIP5,PAFAH1B3,POLE2,RANBP1,RBM3,RNASEH2A,RRS1,SPC25,TIMELESS,TRIP13,TUBG1","BTN3A2,DDIT3,HLA-E,LDLR,NEU1,PIR,RRAGC,RYBP,SLC7A11,SQSTM1"
