drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
-666,BRD-K84595254,HT29,10.0,6.0,0.0289,242,6185,,"A2M,CXCR4,SULF1,TP53","CDKN1A,CTNNAL1,EGFR,JUN,KLF6,MALL,STX12,TIPARP,TSC22D2"
GSK-2126458,BRD-K42918627,PC3,0.37,24,0.0289,296,52914946,,STK10,"ATP9A,DEPTOR,GALC,HBP1,ITGB5,ITIH5,LAMB2,MBNL2,SECISBP2L,TIPARP"
GSK-2126458,BRD-K42918627,PC3,3.33,24,0.0289,313,52914946,,,"ATP9A,CDKN1A,CLIC5,CTSF,HBP1,ITGB5,LAMB2,LTBP3,SECISBP2L,TIPARP,VAT1"
WYE-125132,BRD-A45498368,PC3,0.12,24,0.0289,219,25260757,,"COTL1,CXCR4,STK10","ATP9A,CLIC5,CRIM1,EFNB2,EGFR,HBP1,PLCB4,PXDN,VAT1"
vorinostat,BRD-K81418486,PC3,10.0,24.0,0.0263,494,5311,DB02546,"ALDH3A1,F12,GCHFR","ANKRD46,CDKN1A,EFNB2,FBLN5,KIDINS220,KIF1B,KIF3A,KLF6,LCMT1,SECISBP2L,STX12,TIPARP,WIPI1"
NORGESTREL,BRD-A50928468,VCAP,10.0,24.0,0.0263,309,5702096,,"CDT1,CYFIP2,F12,TP53","CDKN1A,CLIC5,MICAL2,MME,TIPARP,TJP1,WIPI1"
trichostatin A,BRD-A19037878,VCAP,10.0,6.0,0.0263,307,6376322,,"A2M,SULF1,TP53","CDKN1A,CTNNAL1,KLF6,MBNL2,PLAU,SPAG9,TIPARP,VAT1"
BIBU 1361 dihydrochloride,BRD-K49294207,HT29,10.0,24.0,0.0263,141,17756796,,"COTL1,PRKCB","ATP9A,CDKN1A,DUSP3,HBP1,PLCB4,SAMD4A,TMC5,VAT1,WIPI1"
PERIPLOCYMARIN,BRD-A45333398,VCAP,10.0,24.0,0.0263,193,6708762,,"F12,GALNT14","CDKN1A,CRIM1,DUSP3,FNDC3B,MBNL2,MICAL2,PHACTR2,YES1"
PAC 1,BRD-K92991072,A375,10.0,24.0,0.0263,309,6851947,,ZC3HAV1,"CDKN1A,GALC,GJA1,JUN,MICAL2,MME,PLAU,SPAG4,STK38L"
sirolimus,BRD-A79768653,A549,10.0,6.0,0.0263,237,5374464,,"ALDH3A1,RUNX3","CCPG1,CDKN1A,CREB3L2,HBP1,KLF6,MBNL2,PAM,PXDN,TIPARP,TRIB3,VAT1,WIPI1"
niguldipine hydrochloride,BRD-A43331270,HT29,10.0,24.0,0.0263,422,71317558,,"CDT1,COTL1,POLD1","CCPG1,CDKN1A,CREB3L2,DUSP3,HBP1,TRIB3,VAT1,WIPI1"
-666,BRD-A62809825,HT29,10.0,24.0,0.0263,512,5353993,,"CCL5,COTL1,POLD1","CCPG1,CDKN1A,CREB3L2,FNDC3B,GJA1,HBP1,PJA2,TNS1,WIPI1"
NSC 23766,BRD-A80213327,HT29,160.0,24.0,0.0263,203,409805,,"SLC16A6,TP53","CDKN1A,CREB3L2,CTNNAL1,FNDC3B,GALC,JUN,SAMD4A,TIPARP,TSC22D2"
Narciclasine,BRD-K06792661,HT29,10.0,24.0,0.0263,475,72376,,LRP8,"CDKN1A,DMXL2,FNDC3B,GAA,GJA1,HBP1,JUN,KIDINS220,SAMD4A,SPAG9,STX12,TIPARP,TSC22D2"
TG101348,BRD-K12502280,HT29,11.1,24.0,0.0263,474,16722836,,"COTL1,F12","CDKN1A,CLIC5,FBLN2,HBP1,KIDINS220,TJP1,TNS1,VAT1,WIPI1"
COT-10b,BRD-K18190982,HT29,44.4,24.0,0.0263,499,73707373,,"F12,ITGA4","ARFIP2,BSG,CCPG1,CDKN1A,CREB3L2,HBP1,SPAG9,TRIB3,WIPI1"
Tyrphostin AG 1478,BRD-K68336408,HT29,56.78,24.0,0.0263,505,2051,,"CDT1,COTL1,POLD1","CCPG1,CDKN1A,CREB3L2,HBP1,MICAL2,PJA2,TRIB3,WIPI1"
AZD8055,BRD-K69932463,HT29,10.0,24.0,0.0263,335,25262965,,"COTL1,NUP98","ATP9A,CDH13,CRIM1,HBP1,MBNL2,PLCB4,SPRY1,TMC5,VAT1"
-666,BRD-K17140735,HT29,11.1,6.0,0.0263,320,4259181,,"F12,ITGA4","CDKN1A,DUSP3,EGFR,FNDC3B,HBP1,JUN,KLF6,MICAL2,PLAU,SPAG9,STX12,TJP1,TRIB3,WIPI1"
TG101348,BRD-K12502280,MCF7,11.1,24.0,0.0263,436,16722836,,"CDT1,NUP98","ANKRD46,BSG,CDKN1A,DMXL2,HBP1,ITGA6,ITGB5,JUN,PLCB4"
KU 0060648 trihydrochloride,BRD-K09499853,MCF7,10.0,6.0,0.0263,292,11964036,,"ALDH3A1,F12,NUP98","BSG,CALD1,CDH13,CLIC5,DAAM2,HBP1,PLAU,SPRED2,TIPARP"
wortmannin,BRD-A75409952,PC3,10.0,24.0,0.0263,388,5691,,CDT1,"ATP9A,CLIC5,DACH1,DEPTOR,HBP1,ITGB5,PAM,SPRED2,SPRY1,TIPARP"
KU 0060648 trihydrochloride,BRD-K09499853,PC3,10.0,24.0,0.0263,397,11964036,,SMS,"BSG,CDKN1A,CLIC5,DACH1,DMXL2,HBP1,SPRED2,TIPARP,TPPP3,TSC22D2,WIPI1"
curcumin,BRD-K74148702,THP1,48.0,6.0,0.0263,240,16760039,,"CXCR4,GCNT1,NUP98,PRKCB,RUNX3,TNFAIP3","CDH13,GJA1,IPO13,JUN,MME,TEK,TRIB3"
Chemistry 2804,BRD-K74402642,THP1,10.0,6.0,0.0263,236,6477762,,"PRKCB,RAC2","CDKN1A,GJA1,HBP1,ITGA6,JUN,LRP12,MME,SLC7A8,TRIB3"
curcubitacin I,BRD-A28105619,VCAP,10.0,24.0,0.0263,356,73707401,,"CYFIP2,EVL,F12,NEFH,RAC2,SMS","CCPG1,CDKN1A,DUSP3,FNDC3B,ITGB5,KLF6,WIPI1"
