drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
vorinostat,BRD-K81418486,A375,10,24,0.0567,337,5311,DB02546,"CCNB1,CCNB2,CXCL14,GRIA2","DUSP1,FDFT1,NQO1,RHOB,WDTC1"
XMD-1150,BRD-K01436366,LNCAP,10,24,0.0567,326,46843906,,"CXCL14,GINS2,MLPH,SOX11,SPP1,TYRP1,UCK2",FDFT1
canertinib,BRD-K50168500,MCF10A,0.04,24,0.0567,349,156414,,"CCNB1,CCNB2,GINS2,MLPH,SPP1","DECR1,OPLAH,SOD2"
mitoxantrone,BRD-K21680192,MCF10A,3.33,24,0.0567,336,5458171,,"CCNB1,CCNB2,CXCL14,GINS2,PDLIM3,SAP30","NR4A2,SOD2"
Strophanthidin,BRD-K84595254,PC3,10.0,24.0,0.0496,184,6185,,"ALDH3A1,CCNB2,MLPH","DUSP1,NR4A2,OXSR1,SOD2"
THM-I-94,BRD-K12867552,HCC515,10.0,24.0,0.0496,382,11749858,,"CCNB2,GINS2,GRIA2,MLPH,STIL,UCK2","RHOB,WDTC1"
trichostatin A,BRD-A19037878,HCC515,10.0,6.0,0.0496,288,6376322,,"ALDH3A1,CCNB2,CXCL14,GRIA2,MLPH","FDFT1,GLO1,WDTC1"
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0496,400,6376322,,"ALDH3A1,CCNB1,CCNB2,CXCL14,MLPH,PDLIM4","FDFT1,RHOB"
EMETINE,BRD-A25687296,HCC515,10.0,6.0,0.0496,319,5702048,,"ALDH3A1,APOD,CXCL14,RNASE1","DUSP1,ECD,NR4A2,RHOB"
CA-074-Me,BRD-A56020723,A375,10.0,24.0,0.0496,228,23760717,,"APOD,CXCL14,EID1,FXYD2,KRT18,SOX11","DUSP1,NQO1,SOD2"
Narciclasine,BRD-K06792661,A375,10.0,24.0,0.0496,622,72376,,"APOD,ENO2,GINS2,GRIA2,KRT18","DUSP1,NR4A2,RHOB,SOD2"
METHYLENE BLUE,BRD-K16406336,A375,10.0,24.0,0.0496,272,4139,,"CCNB1,CCNB2,GINS2,PSRC1,SAP30","DUSP1,NR4A2"
curcumin,BRD-K74148702,CL34,48.0,6.0,0.0496,214,16760039,,"BID,CCNB2,CXCL14,SOX11,TYRP1","CDKN2C,DUSP1,NQO1,NR4A2"
Chemistry 2804,BRD-K74402642,CORL23,10.0,6.0,0.0496,138,6477762,,"CXCL14,GNA15,RNASE1","DUSP1,NQO1,NR4A2,SCP2"
phorbol-12-myristate-13-acetate (PMA),BRD-A15079084,COV644,10.0,6.0,0.0496,197,4792,,"APOD,CILP,NRCAM,PCP4","NR4A2,OXSR1,SOD2"
trichostatin A,BRD-A19037878,MCF7,10.0,24.0,0.0496,646,6376322,,"ALDH3A1,ANXA9,GFRA1,KRT18,MLPH,PDLIM4,RHBDF1,UCK2",SMPD1
4-Demethoxydaunorubicin hydrochloride (65),BRD-A71390734,MCF7,0.08,24.0,0.0496,345,42594,,"CCNB1,CCNB2,GINS2,PSRC1,SAP30,STIL",DUSP1
-666,BRD-K28907958,MCF7,11.1,24.0,0.0496,340,135411,,"CCNB1,CCNB2,GINS2,PSRC1,STIL","DUSP1,NR4A2"
Arachidonyl trifluoro-methyl ketone,BRD-K07303502,MCF7,80.0,6.0,0.0496,192,5280436,,"APOD,MLPH,PDLIM3,PSRC1,TYRP1","DUSP1,NQO1,RHOB"
wortmannin,BRD-A75409952,PC3,10.0,6.0,0.0496,259,5691,,"CCNB2,PSRC1,TYRP1","DUSP1,OXSR1,RHOB,SOD2"
Narciclasine,BRD-K06792661,PC3,10.0,6.0,0.0496,347,72376,,"GINS2,PSRC1,SAP30","DUSP1,NR4A2,OXSR1,RHOB,SOD2"
Chemistry 2804,BRD-K74402642,SKMEL28,10.0,6.0,0.0496,184,6477762,,"CXCL14,MLPH,TYRP1","DUSP1,NR4A2,RHOB,SOD2"
vorinostat,BRD-K81418486,A549,10.0,24.0,0.0496,539,5311,DB02546,"ALDH3A1,CXCL14,KRT18,MLPH,SPP1","RHOB,SMPD1,WDTC1"
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0496,480,6376322,,"ALDH3A1,CCNB2,CILP,CXCL14,KRT18","FDFT1,RHOB"
trichostatin A,BRD-A19037878,VCAP,10.0,6.0,0.0496,407,6376322,,"ALDH3A1,CXCL14,MLPH,PDLIM4","FDFT1,HIBCH,NR4A2,RHOB"
homoharringtonine,BRD-A24643465,A549,10.0,6.0,0.0496,252,16219462,,"ALDH3A1,ENO2,MLPH,SPP1","DUSP1,NR4A2,RHOB"
homoharringtonine,BRD-A24643465,HT29,10.0,6.0,0.0496,344,16219462,,"CXCL14,RNASE1,TYRP1","DUSP1,ECD,NR4A2,RHOB"
vorinostat,BRD-K81418486,VCAP,10.0,24.0,0.0496,282,5311,DB02546,"ALDH3A1,BID,CCNB2,SOX11,TDO2,TYRP1",FDFT1
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0496,397,6376322,,"ALDH3A1,CCNB1,CCNB2,CXCL14,KRT18,MLPH","FDFT1,RHOB"
vorinostat,BRD-K81418486,HT29,10.0,6.0,0.0496,216,5311,DB02546,"GRIA2,TDO2,UCK2","NDUFV1,NQO1,RHOB,WDTC1"
trichostatin A,BRD-A19037878,VCAP,10.0,24.0,0.0496,246,6376322,,"CCNB2,EID1,GINS2,PCP4,SOX11,TDO2","FDFT1,RHOB"
H7270,BRD-A39646320,A375,10.0,6.0,0.0496,233,3571,,"ALDH3A1,APOD,KRT18,MLPH","FDFT1,GCA,RHOB"
V4877,BRD-A26002865,A549,10.0,24.0,0.0496,282,104830,,"ALDH3A1,BID,FXYD2,MLPH,NRCAM,PDLIM4,SPP1","NR4A2,RHOB"
KM 00927,BRD-K85493820,A549,10.0,6.0,0.0496,226,2819152,,"ALDH3A1,MLPH,RNASE1","DUSP1,FDFT1,NR4A2,RHOB"
V4877,BRD-A26002865,ASC,10.0,24.0,0.0496,370,104830,,"ENO2,LSP1,RNASE1,TYRP1","DUSP1,NR4A2,SOD2"
V4877,BRD-A26002865,HEPG2,10.0,6.0,0.0496,214,104830,,"CCNB1,ENO2,PCP4,RNASE1","DUSP1,NR4A2,SOD2"
