drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
PERHEXILINE MALEATE,BRD-A19633847,RMUGS,10.0,6.0,0.0293,160,5284439,,"APOD,CD44,CX3CR1,PBXIP1","DUSP1,NCK1,NQO1,NR4A2"
TG101348,BRD-K12502280,VCAP,11.1,24.0,0.0293,296,16722836,,"ALDH3A1,IGFBP2,KRT18,MLPH,SFTPB,TDO2,UCK2","CDKN2C,FDFT1"
-666,BRD-K92317137,HCC515,10.0,6.0,0.0293,195,659101,,"CCNB1,FXYD2,PCP4","ARC,DUSP1,HMGCS1,NR4A2,RHOB"
trichostatin A,BRD-A19037878,A549,10.0,24.0,0.0293,254,6376322,,"ALDH3A1,IGFBP2,MLPH,NRCAM","FDFT1,FGFR4,HMGCS1,RHOB,WDTC1"
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0293,397,6376322,,"ALDH3A1,CCNB1,CCNB2,CXCL14,KRT18,MLPH","FDFT1,FGFR4,HMGCS1,RHOB,SEPHS2"
trichostatin A,BRD-A19037878,MCF7,10.0,24.0,0.0293,437,6376322,,"ALDH3A1,CD44,CXCL14,GINS2,KRT18,MLPH","DUSP1,FGFR4,HMGCS1,WDTC1"
trichostatin A,BRD-A19037878,HT29,10.0,6.0,0.0293,295,6376322,,"ALDH3A1,GRIA2,TDO2","CRAT,GLS,HADHA,NDUFV1,SEPHS2,WDTC1"
-666,BRD-K64606589,MCF7,10.0,24.0,0.0293,449,,,"ALDH3A1,CXCL14,GFRA1,GINS2,MLPH","FDFT1,FGFR4,HMGCS1,RHOB,WDTC1"
V4877,BRD-A26002865,A549,10.0,6.0,0.0293,275,104830,,"ALDH3A1,ENO2,PRKCB,RNASE1,SPP1","DUSP1,ECD,HMGCS1,NR4A2,RHOB"
V4877,BRD-A26002865,PC3,10.0,6.0,0.0293,302,104830,,"ALDH3A1,CD44,CXCL14,ENO2","DUSP1,NR4A2,OXSR1,RHOB"
-666,BRD-A34806832,HT29,10.0,6.0,0.0293,225,9828429,,"CD44,CX3CR1,PDLIM3,PSRC1","DUSP1,GLS,HMGCS1,NR4A2,RHOB"
-666,BRD-K12867552,A549,10.0,6.0,0.0293,281,11749858,,"ALDH3A1,APOD,CCNB1,CD44,MLPH","FDFT1,GLS,WDTC1"
-666,BRD-K13169950,A549,10.0,24.0,0.0293,195,19103,,"ALDH3A1,CCNB2,CXCL14,FXYD2,IGFBP2,PLP2,RNASE1",NCK1
WH-4-025,BRD-U60236422,HCC515,10,24,0.0293,198,,,"CCNB2,CD44,CXCL14,GINS2","FDFT1,GLS,HMGCS1,NQO1,SOD2"
SB590885,BRD-K24496482,HT29,3.33,24,0.0293,282,,,"GINS2,PSRC1,UCK2","DECR1,FABP3,GLS,GOLPH3L,HSD17B4,SEPHS2,WDTC1"
vemurafenib,BRD-K56343971,HT29,1.11,24,0.0293,219,42611257,,"BID,CX3CR1,GINS2","DECR1,ENPP4,GOLPH3L,HSD17B4,WDTC1"
pelitinib,BRD-K08799216,MCF7,10,24,0.0293,238,6445562,,"APOD,FBN2,GFRA1,GINS2,MLPH,PDLIM3,SPP1","DUSP1,HMGCS1"
XMD-1150,BRD-K01436366,HCC515,10,24,0.0293,171,46843906,,"ALDH3A1,CD44,CXCL14,IGFBP2,KRT18,UCK2","FDFT1,HMGCS1,NQO1"
XMD-1150,BRD-K01436366,LNCAP,10,24,0.0293,326,46843906,,"CXCL14,GINS2,MLPH,PLP1,SOX11,SPP1,TYRP1,UCK2","FDFT1,HMGCS1"
canertinib,BRD-K50168500,MCF10A,0.04,24,0.0293,349,156414,,"CCNB1,CCNB2,CD44,GINS2,MLPH,SPP1","DECR1,NCK1,OPLAH,SOD2"
XMD-1150,BRD-K01436366,MDAMB231,3.33,24,0.0293,284,46843906,,"CCNB2,CILP,CXCL14,GINS2,SOX11","FDFT1,GLS,HMGCS1,NQO1"
vorinostat,BRD-K81418486,MCF7,10,24,0.0293,345,5311,DB02546,"ALDH3A1,CXCL14,GINS2,IGFBP2,MLPH,PDLIM4","DUSP1,FGFR4,GLO1,HMGCS1,WDTC1"
