gene,ensembl_id,drug_id,drug_name,disease_id,disease_name,phase,mechanism_of_action
NFE2L2,ENSG00000116044,CHEMBL1762621,BARDOXOLONE METHYL,MONDO_0005854;MONDO_0015924;MONDO_0005149;MONDO_0005016;MONDO_0005300;MONDO_0004691;MONDO_0018965;MONDO_0005105;MONDO_0005016;MONDO_0005148;MONDO_0005148;MONDO_0005300;MONDO_0015924;MONDO_0005342;MONDO_0100313;MONDO_0100096;MONDO_0005154;MONDO_0005157;MONDO_0005070;MONDO_0005192;HP_0001513,mixed connective tissue disease;pulmonary arterial hypertension;pulmonary hypertension;diabetic kidney disease;chronic kidney disease;autosomal dominant polycystic kidney disease;Alport syndrome;melanoma;diabetic kidney disease;type 2 diabetes mellitus;type 2 diabetes mellitus;chronic kidney disease;pulmonary arterial hypertension;IgA glomerulonephritis;focal segmental glomerulosclerosis;COVID-19;liver disorder;lymphoid neoplasm;neoplasm;exocrine pancreatic carcinoma;Obesity,PHASE_3,
NFE2L2,ENSG00000116044,CHEMBL4303525,OMAVELOXOLONE,MONDO_0100339;MONDO_0100339;MONDO_0005233;HP_0200026;Orphanet_206966;MONDO_0005105;MONDO_0005105;MONDO_0002025;HP_0002015,Friedreich ataxia;Friedreich ataxia;non-small cell lung carcinoma;Ocular pain;Mitochondrial myopathy;melanoma;melanoma;psychiatric disorder;Dysphagia,APPROVAL,
TMEM173,ENSG00000184584,CHEMBL4297688,ADU-S100,MONDO_0005627;MONDO_0010150;MONDO_0005062,head and neck cancer;head and neck squamous cell carcinoma;lymphoma,PHASE_2,
MTOR,ENSG00000198793,CHEMBL75880,PERHEXILINE,MONDO_0004995;EFO_0003913;EFO_0003896;MONDO_0005045;MONDO_0005252;MONDO_0005015,cardiovascular disorder;angina pectoris;left ventricular hypertrophy;hypertrophic cardiomyopathy;heart failure;diabetes mellitus,APPROVAL,
MTOR,ENSG00000198793,CHEMBL3545248,DS-7423,MONDO_0005575;MONDO_0011962,colorectal cancer;endometrial cancer,PHASE_1,
MTOR,ENSG00000198793,CHEMBL3586573,CC-115,MONDO_0018177;MONDO_0009693;MONDO_0018908;MONDO_0004948;MONDO_0004948;MONDO_0008315,glioblastoma;plasma cell myeloma;non-Hodgkin lymphoma;B-cell chronic lymphocytic leukemia;B-cell chronic lymphocytic leukemia;prostate cancer,PHASE_2,
MTOR,ENSG00000198793,CHEMBL592445,GEDATOLISIB,MONDO_0007254;MONDO_0011962;MONDO_0005575;MONDO_0018881;MONDO_0005170;MONDO_0018874;MONDO_0004992;MONDO_0002447;MONDO_0024331;MONDO_0005233;MONDO_0005494;MONDO_0008315;MONDO_0004992;MONDO_0008170;MONDO_0018177;MONDO_0005206;MONDO_0009831;MONDO_0005233;MONDO_0005494;MONDO_0005627;MONDO_0008433;MONDO_0005097;MONDO_0005192;MONDO_0005070,breast cancer;endometrial cancer;colorectal cancer;myelodysplastic syndrome;myeloid neoplasm;acute myeloid leukemia;cancer;endometrial carcinoma;colorectal carcinoma;non-small cell lung carcinoma;triple-negative breast carcinoma;prostate cancer;cancer;ovarian cancer;glioblastoma;renal carcinoma;malignant pancreatic neoplasm;non-small cell lung carcinoma;triple-negative breast carcinoma;head and neck cancer;small cell lung carcinoma;squamous cell lung carcinoma;exocrine pancreatic carcinoma;neoplasm,PHASE_3,
MTOR,ENSG00000198793,CHEMBL5095025,PANULISIB,,,PHASE_1,
MTOR,ENSG00000198793,CHEMBL1801204,AZD-8055,MONDO_0005070;MONDO_0007256;MONDO_0005062;MONDO_0100342;MONDO_0021042,neoplasm;hepatocellular carcinoma;lymphoma;malignant glioma;glioma,PHASE_1_2,
MTOR,ENSG00000198793,CHEMBL3545096,BGT-226,MONDO_0007254,breast cancer,PHASE_1_2,
MTOR,ENSG00000198793,CHEMBL4297181,SAMOTOLISIB,MONDO_0008315;MONDO_0005233;MONDO_0011962;MONDO_0005184;MONDO_0006047;MONDO_0018908;MONDO_0007254;MONDO_0005065;MONDO_0005062;MONDO_0007254;MONDO_0008903;MONDO_0005575;MONDO_0004992;MONDO_0005070,prostate cancer;non-small cell lung carcinoma;endometrial cancer;pancreatic ductal adenocarcinoma;pancreatic adenocarcinoma;non-Hodgkin lymphoma;breast cancer;mesothelioma;lymphoma;breast cancer;lung cancer;colorectal cancer;cancer;neoplasm,PHASE_2,
MTOR,ENSG00000198793,CHEMBL1236962,OMIPALISIB,MONDO_0005062;EFO_0000768,lymphoma;idiopathic pulmonary fibrosis,PHASE_1,
MTOR,ENSG00000198793,CHEMBL3120215,OSI-027,MONDO_0005086;MONDO_0019313;MONDO_0005062,renal cell carcinoma;lymphatic malformation;lymphoma,PHASE_2,
MTOR,ENSG00000198793,CHEMBL2331680,RG-7603,MONDO_0018908;MONDO_0018908,non-Hodgkin lymphoma;non-Hodgkin lymphoma,PHASE_1,
MTOR,ENSG00000198793,CHEMBL2336325,VISTUSERTIB,MONDO_0005549;MONDO_0002367;MONDO_0005233;MONDO_0007254;MONDO_0005036;MONDO_0018905;MONDO_0016642;MONDO_0001056;MONDO_0008433;MONDO_0005494;MONDO_0005097;MONDO_0005461;MONDO_0005089;MONDO_0021042;MONDO_0008315;MONDO_0008170;MONDO_0005233;MONDO_0011962;MONDO_0001187;MONDO_0018177,renal cell adenocarcinoma;kidney cancer;non-small cell lung carcinoma;breast cancer;gastric adenocarcinoma;diffuse large B-cell lymphoma;meningioma;gastric cancer;small cell lung carcinoma;triple-negative breast carcinoma;squamous cell lung carcinoma;endometrium adenocarcinoma;sarcoma;glioma;prostate cancer;ovarian cancer;non-small cell lung carcinoma;endometrial cancer;urinary bladder cancer;glioblastoma,PHASE_2,
MTOR,ENSG00000198793,CHEMBL1879463,DACTOLISIB,HP_0011947;MONDO_0007254;MONDO_0002447;MONDO_0019954;MONDO_0019954;MONDO_0006474;MONDO_0002367;MONDO_0005086;MONDO_0008315;MONDO_0005494;MONDO_0005233;MONDO_0005575;MONDO_0009831;MONDO_0005105;MONDO_0005549;MONDO_0005070;MONDO_0018874;MONDO_0004967;MONDO_0006115,"Respiratory tract infection;breast cancer;endometrial carcinoma;pancreatic neuroendocrine tumor;pancreatic neuroendocrine tumor;transitional cell carcinoma;kidney cancer;renal cell carcinoma;prostate cancer;triple-negative breast carcinoma;non-small cell lung carcinoma;colorectal cancer;malignant pancreatic neoplasm;melanoma;renal cell adenocarcinoma;neoplasm;acute myeloid leukemia;acute lymphoblastic leukemia;blast phase chronic myelogenous leukemia, BCR-ABL1 positive",PHASE_3,
MTOR,ENSG00000198793,CHEMBL3545097,SAPANISERTIB,MONDO_0007254;MONDO_0009693;MONDO_0008315;MONDO_0005233;MONDO_0005062;MONDO_0004967;MONDO_0005086;MONDO_0011962;MONDO_0019954;MONDO_0018078;MONDO_0006474;MONDO_0005549;MONDO_0007254;MONDO_0015686;MONDO_0002158;MONDO_0008170;MONDO_0040679;MONDO_0005097;MONDO_0056806;MONDO_0004992;MONDO_0002108;MONDO_0002108;EFO_1001471;MONDO_0007256;MONDO_0005089;MONDO_0100280;MONDO_0004992;MONDO_0004992;MONDO_0018177;MONDO_0002974;MONDO_0005549;MONDO_0005627;MONDO_0001056;MONDO_0001378;MONDO_0005575;MONDO_0008903;MONDO_0000430;MONDO_0009348;MONDO_0020325,breast cancer;plasma cell myeloma;prostate cancer;non-small cell lung carcinoma;lymphoma;acute lymphoblastic leukemia;renal cell carcinoma;endometrial cancer;pancreatic neuroendocrine tumor;soft tissue sarcoma;transitional cell carcinoma;renal cell adenocarcinoma;breast cancer;primary peritoneal carcinoma;fallopian tube cancer;ovarian cancer;urothelial carcinoma;squamous cell lung carcinoma;non-small cell squamous lung carcinoma;cancer;thyroid cancer;thyroid cancer;Merkel cell skin cancer;hepatocellular carcinoma;sarcoma;Waldenstrom macroglobulinemia;cancer;cancer;glioblastoma;cervical cancer;renal cell adenocarcinoma;head and neck cancer;gastric cancer;urachus cancer;colorectal cancer;lung cancer;mature T-cell and NK-cell non-Hodgkin lymphoma;classic Hodgkin lymphoma;anaplastic large cell lymphoma,PHASE_2,
MTOR,ENSG00000198793,CHEMBL2141712,PALOMID-529,MONDO_0004975;MONDO_0003004;MONDO_0005417;MONDO_0005150,Alzheimer disease;macular degeneration;wet macular degeneration;age-related macular degeneration,PHASE_1,
MTOR,ENSG00000198793,CHEMBL3545366,VOXTALISIB,MONDO_0018876;MONDO_0018905;MONDO_0004948;MONDO_0018906;MONDO_0004948;MONDO_0020662;MONDO_0007254;MONDO_0021640;MONDO_0016684;MONDO_0018177;MONDO_0018177;MONDO_0018908;MONDO_0005062,mantle cell lymphoma;diffuse large B-cell lymphoma;B-cell chronic lymphocytic leukemia;follicular lymphoma;B-cell chronic lymphocytic leukemia;borderline ovarian serous tumor;breast cancer;grade III glioma;anaplastic astrocytoma;glioblastoma;glioblastoma;non-Hodgkin lymphoma;lymphoma,PHASE_2,
MTOR,ENSG00000198793,CHEMBL1334033,PERHEXILINE MALEATE,MONDO_0005252;MONDO_0005045,heart failure;hypertrophic cardiomyopathy,PHASE_3,
MTOR,ENSG00000198793,CHEMBL1922094,APITOLISIB,MONDO_0018908;MONDO_0007254;MONDO_0005086;MONDO_0002447;MONDO_0008315;MONDO_0018908,non-Hodgkin lymphoma;breast cancer;renal cell carcinoma;endometrial carcinoma;prostate cancer;non-Hodgkin lymphoma,PHASE_2,
MTOR,ENSG00000198793,CHEMBL1234354,PF-04691502,MONDO_0011962;MONDO_0007254,endometrial cancer;breast cancer,PHASE_2,
MTOR,ENSG00000198793,CHEMBL2103839,RIDAFOROLIMUS,MONDO_0005070;MONDO_0005089;MONDO_0005010;MONDO_0021054;MONDO_0018078;MONDO_0004948;MONDO_0018874;MONDO_0004967;MONDO_0018881;MONDO_0011996;MONDO_0018876;MONDO_0009692;MONDO_0002142;MONDO_0002927;MONDO_0009807;MONDO_0008315;MONDO_0011962;MONDO_0007254;MONDO_0005233;MONDO_0006512;MONDO_0009693;MONDO_0005062;MONDO_0004992;MONDO_0021042;MONDO_0100342;MONDO_0016982;MONDO_0018078;MONDO_0005089;MONDO_0005070;MONDO_0005086;MONDO_0005627;MONDO_0021063;MONDO_0002158;MONDO_0005575;MONDO_0015686;MONDO_0008170;MONDO_0018078;MONDO_0012817;MONDO_0005542;EFO_0008585;EFO_0003913;MONDO_0006715;EFO_0008586,"neoplasm;sarcoma;coronary artery disorder;bone sarcoma;soft tissue sarcoma;B-cell chronic lymphocytic leukemia;acute myeloid leukemia;acute lymphoblastic leukemia;myelodysplastic syndrome;chronic myelogenous leukemia, BCR-ABL1 positive;mantle cell lymphoma;primary myelofibrosis;undifferentiated pleomorphic sarcoma;spindle cell sarcoma;osteosarcoma;prostate cancer;endometrial cancer;breast cancer;non-small cell lung carcinoma;estrogen-receptor positive breast cancer;plasma cell myeloma;lymphoma;cancer;glioma;malignant glioma;angiosarcoma;soft tissue sarcoma;sarcoma;neoplasm;renal cell carcinoma;head and neck cancer;malignant colon neoplasm;fallopian tube cancer;colorectal cancer;primary peritoneal carcinoma;ovarian cancer;soft tissue sarcoma;Ewing sarcoma;acute coronary syndrome;ST Elevation Myocardial Infarction;angina pectoris;coronary stenosis;Non-ST Elevation Myocardial Infarction",APPROVAL,
MTOR,ENSG00000198793,CHEMBL1258517,PKI-179,MONDO_0005575;MONDO_0018177;MONDO_0011962;MONDO_0008170;MONDO_0005233;MONDO_0007254,colorectal cancer;glioblastoma;endometrial cancer;ovarian cancer;non-small cell lung carcinoma;breast cancer,PHASE_1,
MTOR,ENSG00000198793,CHEMBL2326966,SF-1126,MONDO_0005627;MONDO_0010150;MONDO_0007256;MONDO_0004948;MONDO_0005072,head and neck cancer;head and neck squamous cell carcinoma;hepatocellular carcinoma;B-cell chronic lymphocytic leukemia;neuroblastoma,PHASE_2,
MTOR,ENSG00000198793,CHEMBL3544963,DS-3078A,MONDO_0005062,lymphoma,PHASE_1,
MTOR,ENSG00000198793,CHEMBL3586404,ONATASERTIB,MONDO_0007256;MONDO_0018908;MONDO_0009693;MONDO_0005233;MONDO_0018905;MONDO_0018906;MONDO_0005070,hepatocellular carcinoma;non-Hodgkin lymphoma;plasma cell myeloma;non-small cell lung carcinoma;diffuse large B-cell lymphoma;follicular lymphoma;neoplasm,PHASE_2,
MTOR,ENSG00000198793,CHEMBL3393066,VS-5584,MONDO_0006292;MONDO_0005062,malignant mesothelioma;lymphoma,PHASE_1,
MTOR,ENSG00000198793,CHEMBL571209,INDOXIMOD,MONDO_0005105;MONDO_0009831;MONDO_0008315;MONDO_0007254;MONDO_0005105;MONDO_0007959;MONDO_0006033;MONDO_0018177;MONDO_0016698;MONDO_0000448;MONDO_0018177;MONDO_0006047;MONDO_0015667;MONDO_0001657;MONDO_0005233;MONDO_0005233;MONDO_0021211;MONDO_0018874,melanoma;malignant pancreatic neoplasm;prostate cancer;breast cancer;melanoma;medulloblastoma;diffuse intrinsic pontine glioma;glioblastoma;ependymoma;paraganglioma;glioblastoma;pancreatic adenocarcinoma;acute myeloid leukemia by FAB classification;brain cancer;non-small cell lung carcinoma;non-small cell lung carcinoma;brain neoplasm;acute myeloid leukemia,PHASE_2_3,
TTK,ENSG00000112742,CHEMBL4303241,BAY-1161909,MONDO_0004992,cancer,PHASE_1,
TTK,ENSG00000112742,CHEMBL4456085,BAY-1217389,MONDO_0004992,cancer,PHASE_1,
IL6R,ENSG00000160712,CHEMBL3833307,SATRALIZUMAB,MONDO_0019100;MONDO_0019100;MONDO_0005046;HP_0001298;MONDO_0008383;MONDO_0009688;EFO_1001466;MONDO_0015924;MONDO_0001347;MONDO_0010679,neuromyelitis optica;neuromyelitis optica;immune system disorder;Encephalopathy;rheumatoid arthritis;myasthenia gravis;Graves ophthalmopathy;pulmonary arterial hypertension;facioscapulohumeral muscular dystrophy;Duchenne muscular dystrophy,APPROVAL,
